cell_id,dist_costa_km,dist_ruta_maritima_km
1_37,143.67355869800323,200.6065035167826
1_38,138.12621483638603,199.05364235480172
1_39,133.1108218586657,190.38588969112575
1_40,128.68958099281315,181.86311309303653
1_41,124.44041346737657,173.50667156304465
1_42,120.43976881565195,165.34178027906037
1_43,117.17062541316804,157.39824448414367
1_44,114.69553978265141,149.71129555897642
1_45,111.30955352630018,142.32250700742665
1_46,106.7089750290255,135.2807341773475
1_47,102.44768605779659,128.6429665430159
1_48,99.03141414977657,122.47489985771098
1_49,94.04728875551703,116.85092843095832
1_50,89.31419566571412,111.85314317158401
1_51,85.51132639820592,107.56884874966794
1_52,82.76698761660684,104.08617511509031
1_53,77.93937252276446,101.10029528146264
1_54,73.81739685592483,93.3535194558221
1_55,70.89813051817723,86.09064884351763
1_56,67.46261530205794,79.44449541952287
1_57,61.821462717591565,73.58234269480556
1_58,56.890204033022975,68.70514662518558
1_59,52.871988629010694,65.03486240015059
1_60,45.643328380290455,62.783493290780356
1_61,36.53545029026129,61.138757871507266
1_62,26.593540488044372,59.13911695244341
1_63,16.82095868640203,58.7024464374555
1_64,7.875344074897131,59.54505899261159
1_65,6.539347803833745,62.03509221649801
1_66,12.652695826140741,65.98628939823286
1_67,19.811447669299064,71.15563592888009
1_68,27.02733760498719,77.29910973299104
1_69,34.15959767387133,84.20374806143252
1_70,32.18268141296696,91.69775488496653
1_71,29.464429796596328,99.64823530975336
1_72,28.168949394788186,107.9543702923519
1_73,27.593124147731476,116.54012725106851
1_74,29.918054673955357,125.3480497764159
1_75,35.100194328224944,134.3344342240393
1_76,42.09725153045035,143.46573923855533
1_77,50.15527849046223,152.71596212496482
2_0,333.09637254224583,429.5873379614333
2_1,328.035775047355,421.3658282159239
2_2,323.2085951511124,413.22547308632016
2_3,318.625440075815,405.17116278427955
2_4,314.296983445918,397.2081302812333
2_5,309.4725935484507,389.34197482220986
2_6,303.320415905764,381.57868631242786
2_7,297.38109334844773,373.8523338673079
2_8,291.6676272794278,365.2229341346279
2_9,286.19354250436146,356.66863827689025
2_10,280.97282834912926,348.1949798183405
2_11,276.01985973555486,339.8079893365441
2_12,271.34929614094585,331.5142427246123
2_13,266.93349498038833,323.320913567921
2_14,262.8123717884101,315.23582966660905
2_15,258.2134751456938,307.2675335970344
2_16,253.48259706776983,299.4253470110552
2_17,249.06820907171894,291.719438105749
2_18,244.98741711673551,284.16089134029977
2_19,241.25714676010878,276.76177801096867
2_20,237.89388438246766,269.5352256989819
2_21,234.91339068950194,262.49548386080596
2_22,232.33039411864485,255.65798192264862
2_23,230.1582746752706,249.039375170003
2_24,228.4087513136153,242.65757250861512
2_25,222.2858457436282,236.53173886799948
2_26,215.52478002658435,230.68226372244783
2_27,209.0298300585217,225.13068607950336
2_28,202.52833787873882,219.8995655691178
2_29,195.31120472352677,215.01228927330683
2_30,186.98699204920794,210.49280504471952
2_31,178.83842817494752,206.3652746719186
2_32,170.8949490801662,202.58721993489578
2_33,163.18650053755638,199.2186413634376
2_34,155.74797738627103,196.30848244990472
2_35,148.6199083872235,193.8773829106176
2_36,141.84909625917177,191.94354195084438
2_37,135.48910395055606,190.5220974214968
2_38,129.60041936532116,189.62456793264317
2_39,124.25006364342923,185.28894733873628
2_40,119.51035141340112,176.5267388746212
2_41,115.39140525900083,167.91161342368707
2_42,111.07433751505555,159.46740462086356
2_43,107.52997383493317,151.22274015187173
2_44,104.83670516638837,143.21208005249144
2_45,102.41657957725668,135.47693259228413
2_46,97.8627416598392,128.0672215046847
2_47,93.22408609046329,121.04271826310797
2_48,89.46562936932874,114.47434823479381
2_49,85.56189926298269,108.4450153901114
2_50,80.33965817526249,103.04936859234216
2_51,76.09907222727804,98.39170313600866
2_52,73.01137365989501,94.58109648626773
2_53,69.21364035613324,91.7231697258069
