CeldaID,Longitud,Latitud,DistanciaCostaKm,DistanciaRutaKm,ProfundidadM,FranjaProfundidad,EsMar,AguasSomeras
3_55,47.85389,28.5,51.60652897287278,72.97028778551515,,,False,False
3_56,47.85389,28.59009,49.456960744176506,65.01376261680012,,,False,False
3_57,47.85389,28.68018,45.28516376925892,57.72291698452817,,,False,False
3_58,47.85389,28.77027,39.64244052714591,51.38188568480971,,,False,False
3_59,47.85389,28.86036,34.566625362492054,46.38185247099307,,,False,False
3_60,47.85389,28.95045,30.87122594200145,43.191053837411104,,,False,False
3_61,47.85389,29.04054,29.15278203826077,42.221660797024576,,,False,False
3_62,47.85389,29.13063,21.522983202812053,39.47011584014234,,,False,False
3_63,47.85389,29.22072,11.4436614726909,38.850934844724726,,,False,False
3_64,47.85389,29.31081,1.364393626006268,40.133771512817006,,,False,False
3_65,47.85389,29.4009,2.122239987092,43.76142469958007,1.0,0-5 m,True,True
3_66,47.85389,29.49099,1.208784811257002,49.21809511837088,,,False,False
3_67,47.85389,29.58108,7.515428611180459,55.97135971592387,,,False,False
3_68,47.85389,29.67117,15.164176813160488,63.60956412357486,,,False,False
3_69,47.85389,29.76126,15.680304693486816,71.85102075490852,,,False,False
3_70,47.85389,29.85135,12.594071529072576,80.51067245164411,,,False,False
3_71,47.85389,29.94144,10.642163769538524,89.46715532917442,,,False,False
3_72,47.85389,30.03153,8.491396359459937,98.63963367288908,,,False,False
3_73,47.85389,30.12162,8.038115621440445,107.97306305414314,,,False,False
3_74,47.85389,30.21171,14.103522860500682,117.4290617042122,,,False,False
3_75,47.85389,30.3018,23.159156367664437,126.98024053833936,,,False,False
3_76,47.85389,30.39189,32.81646473736466,136.60662790900787,,,False,False
3_77,47.85389,30.48198,42.6688223498538,146.2933696504019,2.0,0-5 m,True,True
4_0,47.955,23.54505,315.3614481435426,417.9572185838566,,,False,False
4_1,47.955,23.63514,310.0269955811809,409.5147533137883,,,False,False
4_2,47.955,23.72523,304.93050322918924,401.1466077794233,,,False,False
4_3,47.955,23.81532,300.08409416295984,392.8575302476378,,,False,False
4_4,47.955,23.90541,295.5000718229069,384.65263139108754,,,False,False
4_5,47.955,23.9955,291.1908267211296,376.53741307504185,,,False,False
4_6,47.955,24.08559,286.95690084597413,368.517798898663,,,False,False
4_7,47.955,24.17568,280.6868396252797,360.600166397144,,,False,False
4_8,47.955,24.26577,274.64179538809594,352.7913807357521,,,False,False
4_9,47.955,24.35586,268.8369458690958,345.09882962972085,,,False,False
4_10,47.955,24.44595,263.2881767383184,337.26315776992215,,,False,False
4_11,47.955,24.53604,258.0120082432923,328.6096929990695,,,False,False
4_12,47.955,24.62613,253.02549199231623,320.0384951279637,,,False,False
4_13,47.955,24.71622,248.34607419332136,311.5563522682866,,,False,False
4_14,47.955,24.80631,243.945786523134,303.1707375381126,,,False,False
4_15,47.955,24.8964,239.86796349502373,294.88988397674603,,,False,False
4_16,47.955,24.98649,235.2819010483257,286.72286666122983,,,False,False
4_17,47.955,25.07658,230.5358666811971,278.6796920807997,,,False,False
4_18,47.955,25.16667,226.1376576205652,270.771394513675,,,False,False
4_19,47.955,25.25676,222.10793528166343,263.01013869550445,,,False,False
4_20,47.955,25.34685,218.4670886565419,255.4093274266944,,,False,False
4_21,47.955,25.43694,215.23485022037585,247.98371188560844,,,False,False
4_22,47.955,25.52703,212.429869587748,240.749501240324,,,False,False
4_23,47.955,25.61712,210.06925965235808,233.72446662910255,,,False,False
4_24,47.955,25.70721,208.1681354157796,226.9280326672111,,,False,False
4_25,47.955,25.7973,206.7391702445243,220.38134732533112,,,False,False
4_26,47.955,25.88739,200.54780792100044,214.10731836262065,,,False,False
4_27,47.955,25.97748,193.5666958130205,208.13060163570736,,,False,False
4_28,47.955,26.06757,186.86688170891676,202.4775238421369,,,False,False
4_29,47.955,26.15766,180.3913626537595,197.17592009110467,,,False,False
4_30,47.955,26.24775,173.9851548705338,192.25486585700767,,,False,False
4_31,47.955,26.33784,167.08816727837333,187.7442843163964,,,False,False
4_32,47.955,26.42793,158.83897050139993,183.67441487387893,,,False,False
4_33,47.955,26.51802,150.5287351881125,179.9828142523814,,,False,False
4_34,47.955,26.60811,142.44558506660374,176.77417534073447,,,False,False
4_35,47.955,26.6982,134.63042267166546,174.08847112053124,,,False,False
4_36,47.955,26.78829,127.13267286358077,171.95020258841078,,,False,False
4_37,47.955,26.87838,120.0118347193585,170.3799778369467,,,False,False
4_38,47.955,26.96847,113.33896483223644,169.39359018800084,,,False,False
4_39,47.955,27.05856,107.19774379538327,169.0012585477649,,,False,False
4_40,47.955,27.14865,101.68453555178424,167.16768948812395,,,False,False
4_41,47.955,27.23874,96.90657739347895,158.05577065637323,,,False,False
4_42,47.955,27.32883,92.80609740697868,149.06727790999133,,,False,False
4_43,47.955,27.41892,88.5527078208427,140.22594213331914,,,False,False
4_44,47.955,27.50901,85.28166713561868,131.56142844701674,,,False,False
4_45,47.955,27.5991,83.08362048236859,123.11106960079822,,,False,False
4_46,47.955,27.68919,79.91997501746118,114.92210898355124,,,False,False
4_47,47.955,27.77928,75.37281996561272,107.05454096625154,,,False,False
4_48,47.955,27.86937,70.73978374398806,99.58455969622555,,,False,False
4_49,47.955,27.95946,67.25444791111998,92.6084160895516,,,False,False
4_50,47.955,28.04955,63.347364927227474,86.2460176548264,,,False,False
4_51,47.955,28.13964,57.89532555766302,80.64275060519545,,,False,False
4_52,47.955,28.22973,53.79357167322569,75.9667684647145,,,False,False
4_53,47.955,28.31982,51.36658083450082,72.39795434404132,,,False,False
4_54,47.955,28.40991,46.91009190873592,70.1055848854253,,,False,False
4_55,47.955,28.5,42.20404119450572,66.97480809871246,,,False,False
4_56,47.955,28.59009,39.55692928270677,59.013881764969895,,,False,False
4_57,47.955,28.68018,36.09285953957897,50.87854627649208,,,False,False
4_58,47.955,28.77027,31.373432120877595,43.56132681280148,,,False,False
4_59,47.955,28.86036,25.759009896048006,37.54363348544837,,,False,False
4_60,47.955,28.95045,21.357343789821503,33.532523444362816,,,False,False
4_61,47.955,29.04054,19.33877353516767,32.28473806246642,,,False,False
4_62,47.955,29.13063,17.16707526495816,29.735776739650515,,,False,False
4_63,47.955,29.22072,13.932018844307324,28.928404315785084,,,False,False
4_64,47.955,29.31081,5.6515973751773565,30.63912798130866,,,False,False
4_65,47.955,29.4009,2.112215649987624,35.26522604228064,3.0,0-5 m,True,True
